done	paperID	source	reject	rejectRationale	traitDataOnly	inPapers	author1	author2	author3	year	title	journal	doi
	617	search2_111714	Yes	Already picked up by search1_111714			Tsai	Sun	Chen	2010	The impact of naturalized legumes on plant communities in Northern Taiwan: are we worrying too much?	PLANT ECOLOGY	10.1007/s11258-010-9782-1
	618	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Skinner	Lunt	McIntyre	2010	Eucalyptus recruitment in degraded woodlands: no benefit from elevated soil fertility	PLANT ECOLOGY	10.1007/s11258-009-9712-2
	619	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Bosede			2010	"Economic assessment of fertilizer use and integrated practices for environmental sustainability and agricultural productivity in Sudan savannah zone, Nigeria"	AFRICAN JOURNAL OF AGRICULTURAL RESEARCH	
	620	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Sullivan	Wildova	Goldberg	2010	Growth of three cattail (Typha) taxa in response to elevated CO2	PLANT ECOLOGY	10.1007/s11258-009-9658-4
	621	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Cherwin	Seastedt	Suding	2009	"Effects of Nutrient Manipulations and Grass Removal on Cover, Species Composition, and Invasibility of a Novel Grassland in Colorado"	RESTORATION ECOLOGY	10.1111/j.1526-100X.2008.00418.x
	622	search2_111714	Yes	Already picked up by search1_111714			Iannone	Galatowitsch	Rosen	2008	Evaluation of resource-limiting strategies intended to prevent Phalaris arundinacea (reed canarygrass) invasions in restored sedge meadows	ECOSCIENCE	10.2980/15-4-3190
	623	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Schwab	Raghu		2006	Leafy spurge biological control information and photo resource gallery	AUSTRALIAN JOURNAL OF ENTOMOLOGY	10.1111/j.1440-6055.2006.00561.x
	624	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Perry	Weir	Prithiviraj	2006	Root exudation and rhizosphere biology: Multiple functions of a plant secondary metabolite	COMMUNICATION IN PLANTS: NEURONAL ASPECTS OF PLANT LIFE	
	625	search2_111714	Yes	Cannot obtain pdf			OLIVA	MAZZARINO	NUNEZ	1993	DYNAMICS OF SOIL-NITROGEN AND WATER IN A SELECTIVE THINNING IN THE ARGENTINEAN DRY CHACO	PESQUISA AGROPECUARIA BRASILEIRA	
	626	search2_111714	"Yes, but CHECK FOR MISSING REFS"	No soil nitrogen measurements presented under invasive and reference species			Gaertner	Biggs	Te	2014	Invasive plants as drivers of regime shifts: identifying high-priority invaders that alter feedback relationships	DIVERSITY AND DISTRIBUTIONS	10.1111/ddi.12182
	627	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Regus	Gano	Hollowell	2014	Efficiency of partner choice and sanctions in Lotus is not altered by nitrogen fertilization	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	10.1098/rspb.2013.2587
	628	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Montti	Villagra	Campanello	2014	Functional traits enhance invasiveness of bamboos over co-occurring tree saplings in the semideciduous Atlantic Forest	ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY	10.1016/j.actao.2013.03.004
	629	search2_111714	Yes	Not on invasive plants			Crumsey	Le	Vogel	2014	Historical patterns of exotic earthworm distributions inform contemporary associations with soil physical and chemical factors across a northern temperate forest	SOIL BIOLOGY & BIOCHEMISTRY	10.1016/j.soilbio.2013.10.029
	630	search2_111714	Yes	Already picked up by search1_111714			Concilio	Loik		2013	Elevated nitrogen effects on Bromus tectorum dominance and native plant diversity in an arid montane ecosystem	APPLIED VEGETATION SCIENCE	10.1111/avsc.12029
	631	search2_111714	Yes	Already picked up by search1_111714			Young	Roundy	Eggett	2013	Plant Establishment in Masticated Utah Juniper Woodlands	RANGELAND ECOLOGY & MANAGEMENT	10.2111/REM-D-12-00094.1
	632	search2_111714	Yes	Already picked up by search1_111714			Li	Zuo	Knops	2013	Different Fire Frequency Impacts Over 27 Years on Vegetation Succession in an Infertile Old-Field Grassland	RANGELAND ECOLOGY & MANAGEMENT	10.2111/REM-D-11-00226.1
	633	search2_111714	Yes	Already picked up by search1_111714			Cheng	Chen	Huang	2013	Effects of repeated fires on ecosystem C and N stocks along a fire induced forest/grassland gradient	JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES	10.1002/jgrg.20019
	634	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species		Yes	Melvin	Goodale		2013	Tree species and earthworm effects on soil nutrient distribution and turnover in a northeastern United States common garden	CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE	10.1139/cjfr-2012-0187
	635	search2_111714	Yes	Already picked up by search1_111714			Bai	Boutton	Liu	2013	N-15 isoscapes in a subtropical savanna parkland: spatial-temporal perspectives	ECOSPHERE	10.1890/ES12-00187.1
	636	search2_111714	Yes	Already picked up by search1_111714			Lyons	Maldonado-Leal	Owen	2013	Community and Ecosystem Effects of Buffelgrass (Pennisetum ciliare) and Nitrogen Deposition in the Sonoran Desert	INVASIVE PLANT SCIENCE AND MANAGEMENT	10.1614/IPSM-D-11-00071.1
	637	search2_111714	Yes	Already picked up by search1_111714			Vourlitis	Kroon		2013	"Growth and Resource Use of the Invasive Grass, Pampasgrass (Cortaderia selloana), in Response to Nitrogen and Water Availability"	WEED SCIENCE	10.1614/WS-D-11-00220.1
	638	search2_111714	Yes	Already picked up by search1_111714			Jamieson	Seastedt	Bowers	2012	NITROGEN ENRICHMENT DIFFERENTIALLY AFFECTS ABOVE- AND BELOWGROUND PLANT DEFENSE	AMERICAN JOURNAL OF BOTANY	10.3732/ajb.1100492
	639	search2_111714	No			Yes	Morris	Herrmann	McClain	2012	The impact of garlic mustard on sandy forest soils	APPLIED SOIL ECOLOGY	10.1016/j.apsoil.2012.02.005
	640	search2_111714	No			Yes	McEwan	Arthur	Alverson	2012	Throughfall Chemistry and Soil Nutrient Effects of the Invasive Shrub Lonicera maackii in Deciduous Forests	AMERICAN MIDLAND NATURALIST	
	641	search2_111714	No			Yes	Bottollier-Curtet	Charcosset	Poly	2012	Light interception principally drives the understory response to boxelder invasion in riparian forests	BIOLOGICAL INVASIONS	10.1007/s10530-011-0170-0
	642	search2_111714	Yes	Already picked up by search1_111714			Jamieson	Knochel	Manrique	2012	"Top-down and bottom-up controls on Dalmatian toadflax (Linaria dalmatica) performance along the Colorado Front Range, USA"	PLANT ECOLOGY	10.1007/s11258-011-0013-1
	643	search2_111714	Yes	Already picked up by search1_111714			Blank	Morgan		2012	Mineral Nitrogen in a Crested Wheatgrass Stand: Implications for Suppression of Cheatgrass	RANGELAND ECOLOGY & MANAGEMENT	10.2111/REM-D-10-00142.1
	644	search2_111714	Yes	Already picked up by search1_111714			Seabloom	Benfield	Borer	2011	"Provenance, life span, and phylogeny do not affect grass species' responses to nitrogen and phosphorus"	ECOLOGICAL APPLICATIONS	10.1890/10-1911.1
	645	search2_111714	Yes	Already picked up by search1_111714			Fornwalt	Rhoades		2011	Rehabilitating Slash Pile Burn Scars in Upper Montane Forests of The Colorado Front Range	NATURAL AREAS JOURNAL	
	646	search2_111714	Yes	Already picked up by search1_111714			Quinn	Quinn	Kolipinski	2010	Role of Horses as Potential Vectors of Non-native Plant Invasion: an Overview	NATURAL AREAS JOURNAL	10.3375/043.030.0406
	647	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species		Yes	Hogan	Walbridge		2009	Recent Land Cover History and Nutrient Retention in Riparian Wetlands	ENVIRONMENTAL MANAGEMENT	10.1007/s00267-009-9313-9
	648	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Vallero	Peirce	Cho	2009	Modeling toxic compounds from nitric oxide emission measurements	ATMOSPHERIC ENVIRONMENT	10.1016/j.atmosenv.2008.09.062
	649	search2_111714	Yes	Already picked up by search1_111714			Raghubanshi			2008	Nitrogen cycling in Indian terrestrial natural ecosystems	CURRENT SCIENCE	
	650	search2_111714	No			Yes	Bekele	Hudnall	Downer	2006	Woody encroachment effects on the calcareous prairie soils of Louisiana	JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES	10.1029/2006JG000214
	651	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Batish	Singh	Kaur	2004	Allelopathic interference of residues of Ageratum conyzoides	ZEITSCHRIFT FUR PFLANZENKRANKHEITEN UND PFLANZENSCHUTZ-JOURNAL OF PLANT DISEASES AND PROTECTION	
	652	search2_111714	Yes	Already picked up by search1_111714			White	Loftin	Hofstad	1999	"Response of vegetation, soil nitrogen, and sediment transport to a prescribed fire in semiarid grasslands"	"RIO GRANDE ECOSYSTEMS: LINKING LAND, WATER, AND PEOPLE: TOWARD A SUSTAINABLE FUTURE FOR THE MIDDLE RIO GRANDE BASIN"	
	653	search2_111714	Yes	Already picked up by search1_111714			Mattingly	Reynolds		2014	Soil fertility alters the nature of plant-resource interactions in invaded grassland communities	BIOLOGICAL INVASIONS	10.1007/s10530-014-0678-1
	654	search2_111714	Yes	Already picked up by search1_111714			Dickens	Allen		2014	Soil nitrogen cycling is resilient to invasive annuals following restoration of coastal sage scrub	JOURNAL OF ARID ENVIRONMENTS	10.1016/j.jaridenv.2014.05.009
	655	search2_111714	Yes	Already picked up by search1_111714			Gornish			2014	"Demographic effects of warming, elevated soil nitrogen and thinning on the colonization of a perennial plant"	POPULATION ECOLOGY	10.1007/s10144-014-0442-5
	656	search2_111714	Yes	Already picked up by search1_111714			Staska	Essl	Samimi	2014	Density and age of invasive Robinia pseudoacacia modulate its impact on floodplain forests	BASIC AND APPLIED ECOLOGY	10.1016/j.baae.2014.07.010
	657	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			van de Voorde	Bezemer	Van	2014	Soil biochar amendment in a nature restoration area: effects on plant productivity and community composition	ECOLOGICAL APPLICATIONS	
	658	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Cook-Patton	Weller	Rick	2014	Ancient experiments: forest biodiversity and soil nutrients enhanced by Native American middens	LANDSCAPE ECOLOGY	10.1007/s10980-014-0033-z
	659	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Loydi	Lohse	Otte	2014	Distribution and effects of tree leaf litter on vegetation composition and biomass in a forest-grassland ecotone	JOURNAL OF PLANT ECOLOGY	10.1093/jpe/rtt027
	660	search2_111714	Yes	Already picked up by search1_111714			Toeroek	Szitar	Halassy	2014	Long-term outcome of nitrogen immobilization to restore endemic sand grassland in Hungary	JOURNAL OF APPLIED ECOLOGY	10.1111/1365-2664.12220
	661	search2_111714	Yes	Already picked up by search1_111714			McGovern	Evans	Dennis	2014	Increased inorganic nitrogen leaching from a mountain grassland ecosystem following grazing removal: a hangover of past intensive land-use?	BIOGEOCHEMISTRY	10.1007/s10533-014-9952-7
	662	search2_111714	Yes	Already picked up by search1_111714			Augustine	Brewer	Blumenthal	2014	"Prescribed fire, soil inorganic nitrogen dynamics, and plant responses in a semiarid grassland"	JOURNAL OF ARID ENVIRONMENTS	10.1016/j.jaridenv.2014.01.022
	663	search2_111714	No			Yes	Dickens	Allen		2014	Exotic plant invasion alters chaparral ecosystem resistance and resilience pre- and post-wildfire	BIOLOGICAL INVASIONS	10.1007/s10530-013-0566-0
	664	search2_111714	Yes	Already picked up by search1_111714			Cusack	McCleery		2014	Patterns in understory woody diversity and soil nitrogen across native- and non-native-urban tropical forests	FOREST ECOLOGY AND MANAGEMENT	10.1016/j.foreco.2013.12.036
	665	search2_111714	Yes	Not on invasive plants			Barrios-Garcia	Classen	Simberloff	2014	Disparate responses of above- and belowground properties to soil disturbance by an invasive mammal	ECOSPHERE	10.1890/ES13-00290.1
	666	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Molofsky	Keller	Lavergne	2014	Human- aided admixture may fuel ecosystem transformation during biological invasions: theoretical and experimental evidence	ECOLOGY AND EVOLUTION	10.1002/ece3.966
	667	search2_111714	No			Yes	Price	Fant	Larkin	2014	Ecology of Native vs. Introduced Phragmites australis (Common Reed) in Chicago-Area Wetlands	WETLANDS	10.1007/s13157-013-0504-z
	668	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Wright	Cregger	Souza	2014	"The effects of insects, nutrients, and plant invasion on community structure and function above- and belowground"	ECOLOGY AND EVOLUTION	10.1002/ece3.961
	669	search2_111714	No			Yes	Bansal	Sheley	Blank	2014	Plant litter effects on soil nutrient availability and vegetation dynamics: changes that occur when annual grasses invade shrub-steppe communities	PLANT ECOLOGY	10.1007/s11258-014-0307-1
	670	search2_111714	Yes	Soil nitrogen is strictly an independent variable			Martin	Coetzee		2014	"Competition between two aquatic macrophytes, Lagarosiphon major (Ridley) Moss (Hydrocharitaceae) and Myriophyllum spicatum Linnaeus (Haloragaceae) as influenced by substrate sediment and nutrients"	AQUATIC BOTANY	10.1016/j.aquabot.2013.11.001
	671	search2_111714	Yes	Already picked up by search1_111714			Caplan	Wheaton	Mozdzer	2014	Belowground advantages in construction cost facilitate a cryptic plant invasion	AOB PLANTS	10.1093/aobpla/plu020
	672	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Thakur	Reich	Eddy	2014	Some plants like it warmer: Increased growth of three selected invasive plant species in soils with a history of experimental warming	PEDOBIOLOGIA	10.1016/j.pedobi.2013.12.002
	673	search2_111714	Yes	Already picked up by search1_111714			Dommanget	Evette	Spiegelberger	2014	Differential allelopathic effects of Japanese knotweed on willow and cottonwood cuttings used in riverbank restoration techniques	JOURNAL OF ENVIRONMENTAL MANAGEMENT	10.1016/j.jenvman.2013.10.024
	674	search2_111714	Yes	Already picked up by search1_111714			Si	Liu	Wang	2013	Different Degrees of Plant Invasion Significantly Affect the Richness of the Soil Fungal Community	PLOS ONE	10.1371/journal.pone.0085490
	675	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Thrift	Mosley	Mosley	2013	IMPACTS FROM WINTER-EARLY SPRING ELK GRAZING IN FOOTHILLS ROUGH FESCUE GRASSLAND	WESTERN NORTH AMERICAN NATURALIST	
	676	search2_111714	Yes	Already picked up by search1_111714			Martina	von		2013	"Increased spatial dominance in high nitrogen, saturated soil due to clonal architecture plasticity of the invasive wetland plant, Phalaris arundinacea"	PLANT ECOLOGY	10.1007/s11258-013-0265-z
	677	search2_111714	Yes	Already picked up by search1_111714			Wang	Ge	Zhang	2013	Dominant Functional Group Effects on the Invasion Resistance at Different Resource Levels	PLOS ONE	10.1371/journal.pone.0077220
	678	search2_111714	Yes	Soil nitrogen is strictly an independent variable			Burns	Prischmann-Voldseth	Gramig	2013	Integrated Management of Canada Thistle (Cirsium arvense) with Insect Biological Control and Plant Competition under Variable Soil Nutrients	INVASIVE PLANT SCIENCE AND MANAGEMENT	10.1614/IPSM-D-12-00084.1
	679	search2_111714	Yes	Already picked up by search1_111714			Hickman	Lerdau		2013	Biogeochemical impacts of the northward expansion of kudzu under climate change: the importance of ecological context	ECOSPHERE	10.1890/ES13-00142.1
	680	search2_111714	No			Yes	Gasch	Enloe	Stahl	2013	An aboveground-belowground assessment of ecosystem properties associated with exotic annual brome invasion	BIOLOGY AND FERTILITY OF SOILS	10.1007/s00374-013-0790-x
	681	search2_111714	No			Yes	Hagan	Jose	Bohn	2013	Cogongrass (Imperata cylindrica) Invasion and Eradication: Implications for Soil Nutrient Dynamics in a Longleaf Pine Sandhill Ecosystem	INVASIVE PLANT SCIENCE AND MANAGEMENT	10.1614/IPSM-D-12-00089.1
	682	search2_111714	Yes	Already picked up by search1_111714			Von Holle	Neill	Largay	2013	Ecosystem legacy of the introduced N-2-fixing tree Robinia pseudoacacia in a coastal forest	OECOLOGIA	10.1007/s00442-012-2543-1
	683	search2_111714	Yes	Already picked up by search1_111714			Irl	Jentsch	Walther	2013	"Papaver croceum Ledeb.: a rare example of an alien species in alpine environments of the Upper Engadine, Switzerland"	ALPINE BOTANY	10.1007/s00035-013-0111-x
	684	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Gao Lei	Zan	Li	2013	Soil fungi of three native tree species inhibit biomass production and shift biomass allocation of invasive Mikania micrantha Kunth	CHINESE SCIENCE BULLETIN	10.1007/s11434-012-5394-6
	685	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Wadhwa	Joshi	Gandhi	2013	Copper and Manganese Increase Resistance of Clusterbean to Root Rot Caused by Rhizoctonia	JOURNAL OF PHYTOPATHOLOGY	10.1111/jph.12046
	686	search2_111714	No			Yes	Coetsee	Wigley		2013	"Virgilia divaricata may facilitate forest expansion in the afrotemperate forests of the southern Cape, South Africa"	KOEDOE	10.4102/koedoe.v55i1.1128
	687	search2_111714	Yes	Already picked up by search1_111714			Orloff	Mangold	Menalled	2013	Role of Size and Nitrogen in Competition between Annual and Perennial Grasses	INVASIVE PLANT SCIENCE AND MANAGEMENT	10.1614/IPSM-D-12-00035.1
	688	search2_111714	Yes	Already picked up by search1_111714			Scarlett	Guest	Daniel	2013	Elevated soil nitrogen increases the severity of dieback due to Phytophthora cinnamomi	AUSTRALASIAN PLANT PATHOLOGY	10.1007/s13313-012-0173-z
	689	search2_111714	No			Yes	Ruffner	McCulley	Nelson	2012	Ecosystem function differs between Old World bluestem invaded and native coastal prairie in South Texas	BIOLOGICAL INVASIONS	10.1007/s10530-012-0174-4
	690	search2_111714	Yes	Already picked up by search1_111714			He	Montesinos	Thelen	2012	Growth and Competitive Effects of Centaurea stoebe Populations in Response to Simulated Nitrogen Deposition	PLOS ONE	10.1371/journal.pone.0036257
	691	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Cipollini	Lieurance		2012	"Expression and costs of induced defense traits in Alliaria petiolata, a widespread invasive plant"	BASIC AND APPLIED ECOLOGY	10.1016/j.baae.2012.06.007
	692	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Jacobs	Latimer		2012	Analyzing reaction norm variation in the field vs. greenhouse: Comparing studies of plasticity and its adaptive value in two species of Erodium	PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS	10.1016/j.ppees.2012.04.002
	693	search2_111714	No			Yes	Turner	Scott	Spafford	2011	Bridal Creeper (Asparagus asparagoides)-Invaded Sites with Elevated Levels of Available Soil Nutrients: Barrier to Restoration?	INVASIVE PLANT SCIENCE AND MANAGEMENT	10.1614/IPSM-D-10-00032.1
	694	search2_111714	Yes	Already picked up by search1_111714			Corbin	D'Antonio		2011	Abundance and productivity mediate invader effects on nitrogen dynamics in a California grassland	ECOSPHERE	10.1890/ES10-00113.1
	695	search2_111714	No	"Cannot obtain pdf, but the abstract looks like it may have useful data"			Kuniyal	Rajwar		2010	"Lantana camara L., a serious threat to the tree regeneration in Garhwal Himalaya"	NATIONAL ACADEMY SCIENCE LETTERS-INDIA	
	696	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			[Anonymous]			2009	Invasive species: Nitrogen cycling is key	CLEAN-SOIL AIR WATER	
	697	search2_111714	Yes	Already picked up by search1_111714			Abraham	Corbin	D'Antonio	2009	"California native and exotic perennial grasses differ in their response to soil nitrogen, exotic annual grass density, and order of emergence"	HERBACEOUS PLANT ECOLOGY: RECENT ADVANCES IN PLANT ECOLOGY	10.1007/978-90-481-2798-6_7
	698	search2_111714	Yes	Cannot obtain pdf			Rajwar			2007	Invasive effects of Lantana camara in the forests of Southern Garhwal Himalaya	"PROGRESS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOL I"	
	699	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Krakau			2004	Fine root investigations in Scots pine forest ecosystems with different natural soil conditions and under nitrogen immission	BIOLOGIA	
	700	search2_111714	Yes	Already picked up by search1_111714			Su	Han	Qu	2000	Peashrub community may accelerate the successional process in a meadowland-peashrub-birch sere	ACTA BOTANICA SINICA	
	701	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Haigh			2000	Headwater control: Despatches from the research front	ENVIRONMENTAL RECONSTRUCTION IN HEADWATER AREAS	
	702	independent search for plant traits	"Yes, but has traits"	No soil nitrogen measurements presented under invasive and reference species	Yes	Yes	Longhi	Bartoli	Viaroli	2008	Decomposition of four macrophytes in wetland sediments: Organic matter and nutrient decay and associated benthic processes	Aquatic Botany	
	703	independent search for plant traits	"Yes, but has traits"	No soil nitrogen measurements presented under invasive and reference species	Yes	Yes	Hendrickson	Wienhold	Berdahl	2001	Decomposition rates of native and improved cultivars of grasses in the Northern Great Plains	Arid Land Research and Management	
	704	cited by 317	No			Yes	Kourtev	Huang	Ehrenfeld	1999	Differences in Earthworm Densities and Nitrogen Dynamics in Soils Under Exotic and Native Plant Species	Biological Invasions	
y	705	ReferencedBy	No			Yes	Adams			2009	Diversity declines in Microstegium vimineum(Japanese stiltgrass) patches	Biological Conservation	
y	706	related record 570	No			Yes	Zhang	Wang	Qian	2009	Effects of the invader Solidago canadensis on soil properties	Applied Soil Ecology	
y	707	cited by 249	No			Yes	Hellmann	Sutter	Rascher	2011	Impact of an exotic N 2-fixing Acacia on composition and N status of a native Mediterranean community	Acta Oecologica	
y	708	cited by 25	No			Yes	Vinton	Burke		1995	Interactions Between Individual Plant Species and Soil Nutrient Status in Shortgrass Steppe	Ecology	
	709	229	Yes	"Duplicate of 80, but slightly different title"		No	Stock	Wienand		1995	Invading N 2-fixing Acacia species on patterns of nutrient cycling in two Cape ecosystems: evidence from soil incubation studies and 15 N natural abundance values	Oecologia	
	710	cited by 368	No			Yes	Martin	Tipping	Sickman	2009	Invasion by an exotic tree alters above and belowground ecosystem components	Biological Invasions	
	711	independent search for plant traits	"Yes, but has traits"	No soil nitrogen measurements presented under invasive and reference species	Yes	Yes	Menéndez			2008	"Leaf growth, senescence and decomposition of Juncus maritimus Lam in a coastal Mediterranean marsh"	Aquatic Botany	
y	712	cited by 626	No			Yes	Farrer	Goldberg		2009	Litter drives ecosystem and plant community changes in cattail invasion	Ecological Applications	
y	713	cited by 368	No			Yes	McGrath			2009	Microstegium vimineum invasion changes soil chemistry and microarthropod communities in Cumberland Plateau forests	Southeastern Naturalist	
	714	cited by 29	No			Yes	Templer	Findlay	Wigand	1998	Sediment chemistry associated with native and non-native emergent macrophytes of a Hudson River marsh ecosystem	Wetlands	
y	715	cited by 626	No			Yes	Marchante	Kjøller	Struwe	2008	Short-and long-term impacts of Acacia longifolia invasion on the belowground processes of a Mediterranean coastal dune ecosystem	Applied Soil Ecology	
y	716	cited by 455	No			Yes	Scharfy	Eggenschwiler		2009	The invasive alien plant species Solidago gigantea alters ecosystem properties across habitats with differing fertility	Journal of Vegetation Science	
	717	cited by 249	No			Yes	Rout	Chrzanowski		2009	The invasive Sorghum halepense harbors endophytic N2-fixing bacteria and alters soil biogeochemistry	Plant and Soil	
	718	cited by 256	No			Yes	Castro-Diez	Fierro-Brunnenmeister	Gonzales-Munoz	2012	Effects of exotic and native tree leaf litter on soil properties of two contrasting sites in the Iberian Peninsula	Plant and Soil	10.1007/s11104-011-0893-9 
	719	related record 4	No			Yes	Geddes	Grandcharova	Kelly	2014	"Effects of invasive Typha x glauca on wetland nutrient pools, denitrification, and bacteria communities are influenced by time since invasion"	Aquatic Ecology	10.1007/s10452-014-9480-5 
	720	related record 188	No			Yes	DeMarco	Arena	Giordano	2013	Impact of the invasive tree black locust on soil properties of Mediterranean stone pine-holm oak forests	Plant and Soil	10.1007/s11104-013-1753-6 
	721	related record 181	No			Yes	Boudiaf	Baudoin	Sanguin	2013	"The exotic legume tree species, Acacia mearnsii, alters microbial soil functionalities and the early development of a native tree species, Quercus suber, in North Africa"	SOIL BIOLOGY & BIOCHEMISTRY	10.1016/j.soilbio.2013.05.003 
